date,b/m,ntis,de,dp,dy,ep,svar,infl,ltr,tbl,lty,tms,corpr,dfr,dfy,ret_1m,ret_12m,ret_1m_fwd,vol_12m
1930-01-31,4.421807009112773,3.971422768056036,-9.62185300615689,-20.207843549032198,-24.829256240248235,-16.759888164776942,0.1398752224019649,-0.900559395731544,-0.4545141555124637,4.777137201803706,19.185268106645342,0.1353282339930513,1.072465130651851,-0.9018326682043631,8.62705532909466,0.6217329584547778,-0.5246253219598385,0.20690801453024152,0.09535201053370347
1930-02-28,4.404426956889658,3.959562799548704,-8.962285136278881,-20.612305530022443,-23.519534793256888,-17.348904664610323,0.1705175293965952,-0.9111441480163949,1.0344395748898902,4.77359733754084,18.998091161873635,0.05107522337453622,1.3198175690022795,0.4478139956158848,8.15476852066087,0.20580986199499526,-0.43485090285252626,0.7467749999182709,0.09586078621186295
1930-03-31,4.585275957883851,3.549723385056556,-8.125468527571941,-21.355750364770586,-22.555756993482266,-18.170620214975184,0.15056355810922484,-0.9219258936058174,0.6731514556366404,4.167366401445079,18.997426253187818,0.6741276287733095,2.457983234291992,-0.4369835086072794,7.6070407196110805,0.7240388697856109,-0.18913903559431663,-0.1237322046724225,0.09887098828924226
1930-04-30,4.756778471781084,3.153570620930125,-7.067084741167439,-21.545320586548076,-21.805623398537193,-18.390930526519977,0.1960072605002059,0.9249962955931001,-0.1311670912125758,4.227712862573041,19.4115156950309,0.6357790394620361,1.5044164125653947,-0.7991353361622745,7.609430928262528,-0.12387382079300134,-0.25552828578870274,-0.15118694203440014,0.09875795612708174
1930-05-31,4.8890886652912995,3.039841850234599,-5.835750265973307,-21.695628209577578,-21.092372484419812,-18.524803014642735,0.4817366125232487,-0.924525825791949,1.1435265966231243,3.2931464729381608,19.02636725860731,1.4173738835010083,1.032930129089284,0.6594051206974495,7.8037793534430735,-0.15227424160593633,-0.16568971067645497,-1.874625676313408,0.09805278444308381
1930-06-30,5.954642434258532,3.179677318156357,-4.600775144744969,-20.4531272463132,-20.804708656304403,-17.850384279641403,1.4808280837091061,-0.9350526641567843,0.42470861462216136,2.433763119174622,19.082647720493615,2.081237638693838,1.9821565992902752,-0.47926723998810106,8.370419514851209,-1.7559418893145204,-0.9338976659338009,0.3251995772518886,0.1046801539786632
1930-07-31,5.795769868389605,3.383929666694719,-3.4596795345904883,-20.781392713818697,-20.034941922440755,-18.4908444072396,0.5104058415595757,-1.8425246494680436,0.28656888760323873,2.237712870599904,19.120932644697763,2.027327664881518,1.0207614815739665,-0.1808435883767391,8.521966855477398,0.32618771674471103,-0.9521823573429684,0.11766893364920687,0.10436304027710096
1930-08-31,5.688547452035033,2.9371832140083116,-2.456177658241578,-20.93827352633058,-19.20756436049651,-18.85479884871094,0.4250742119048671,-0.9379915944032563,0.110814248008162,1.7612148814142925,19.29785908135853,2.2917391797322204,2.430535227538061,-1.0124346555363128,8.465247129165911,0.12465764403232234,-1.2381807787842143,-1.4441414570661533,0.09851211096699017
1930-09-30,6.582419257230441,3.080072359177322,-1.6296291722048637,-19.597952547252227,-18.151388076809248,-18.434477935389097,0.39689897042273803,0.9396087666897649,0.6373413995755498,1.964851505984473,19.09999051858062,1.8495440281682183,1.9260549522017365,-0.2829685141132038,8.210290043921365,-1.378532219173556,-1.4227080690862364,-0.8851073643732372,0.10320065174524634
1930-10-31,7.057992573241561,3.138114975333435,-0.9495656614617224,-18.203444052130923,-17.008292862217854,-18.3437090293571,1.3698891125884354,-0.939161671806601,0.30485015711712377,1.8708610009369122,19.1437173435828,1.8221834515921838,0.9737742921053039,-0.15990718776641277,9.277455564720091,-1.0563715730032097,-1.230892503377132,-0.13332132664146412,0.08646924927007456
1930-11-30,6.881626521040082,3.3274559315887617,-0.38129053520730355,-17.330685623109204,-16.418620893493923,-18.73423077460952,0.7694539916826361,-0.9500965354144811,0.36985573302313424,1.4429690901475871,19.029183364782313,2.1108668480042128,-0.21606391880330808,0.4580256494483782,9.201361940027768,-0.1456664689112357,-0.8701904217116398,-0.9633543598561521,0.07914103439551824
1930-12-31,7.097559014124891,2.7718309189650605,0.07924608099647687,-15.938017709885072,-16.716243008970686,-18.77342119231785,0.8856304714067814,-2.7080533559740365,-0.6172437865232109,1.4772189832535316,19.658878934938816,2.0309218074720365,-1.5417467887738736,0.17136118143674045,8.745303492567947,-0.9581283480725039,-1.2168914198622736,0.5801349692029402,0.07957270096623721
1931-01-31,6.6090147473212335,2.2067746109537265,0.19638897029524346,-15.795662809252011,-17.22421696758043,-19.44480992926188,0.5725392142997514,-1.813595186573201,-1.0575503676194096,1.1928763837944345,20.63352710841596,2.323755412529416,3.269836951605137,-2.6135727421736474,7.1356851304356965,0.5892204652595939,-1.2842936673565803,1.4296653247054156,0.07834572820566359
1931-02-28,5.816922386145969,2.05020903197892,0.3003601306232679,-16.393530229339902,-17.47375549702587,-20.132787264225968,0.3192900466089683,-1.813135580342788,0.7489646931324153,0.9814449915344409,20.543256951109225,2.3464729292050612,1.105375200033535,0.13845860988291847,6.492435786872857,1.2792770467623789,-0.8449493670675046,-0.8298329567386811,0.08755583572604925
